wid,ecoregion,start_year,end_year,tp_mean,tp_count,tp_tsi,eco_tp_min,eco_tp_max,chl_mean,chl_count,chl_tsc,eco_chl_min,eco_chl_max,transp_mean,transp_count,transp_tsi,eco_transp_min,eco_transp_max,overall_tsi
41-0084-00,NGP,2004,2013,28,1,52.2,73,77,,,,66,71,0.84,1,62.51,63,73,57.36
41-0089-00,NGP,2004,2013,154.71,14,76.85,73,77,54.61,14,69.84,66,71,1.4,107,55.1,63,73,67.26
41-0095-00,NGP,2004,2013,77,1,66.79,73,77,,,,66,71,0.76,1,63.95,63,73,65.37
41-0096-00,NGP,2004,2013,167,1,77.95,73,77,,,,66,71,0.15,1,87.34,63,73,82.65
41-0102-00,NGP,2004,2013,225,3,82.25,73,77,92.6,1,75.02,66,71,0.15,2,87.34,63,73,81.54
41-0108-00,NGP,2004,2013,92.5,2,69.43,73,77,1.6,1,35.21,66,71,1.14,1,58.11,63,73,54.25
41-0109-00,NGP,2004,2013,101,1,70.7,73,77,,,,66,71,,,,63,73,70.7
41-0110-00,NGP,2004,2013,154.56,8,76.84,73,77,31.29,8,64.38,66,71,1.04,7,59.49,63,73,66.9
41-0116-00,NGP,2004,2013,67,1,64.78,73,77,,,,66,71,,,,63,73,64.78
41-0142-00,NGP,2004,2013,44,1,58.72,73,77,,,,66,71,,,,63,73,58.72
42-0002-00,WCBP,2004,2013,99.25,4,70.45,64,76,36.63,4,65.92,64,74,0.42,3,72.62,60,70,69.66
42-0032-00,NGP,2004,2013,78,1,66.97,73,77,,,,66,71,0.46,1,71.19,63,73,69.08
42-0043-00,NGP,2004,2013,152,1,76.59,73,77,,,,66,71,1.5,1,54.16,63,73,65.38
42-0047-00,NGP,2004,2013,180.63,4,79.08,73,77,247.56,4,84.67,66,71,0.33,12,76.09,63,73,79.95
42-0052-00,NGP,2004,2013,208.5,4,81.15,73,77,25.29,4,62.29,66,71,0.23,3,80.97,63,73,74.8
42-0060-00,NGP,2004,2013,91,1,69.2,73,77,,,,66,71,,,,63,73,69.2
42-0005-00,NGP,2004,2013,135.83,6,74.97,73,77,50,3,68.98,66,71,0.18,4,84.51,63,73,76.15
42-0014-00,WCBP,2004,2013,191,4,79.89,64,76,206,4,82.87,64,74,0.53,36,69.17,60,70,77.31
42-0020-00,WCBP,2004,2013,174.38,8,78.57,64,76,89.93,8,74.73,64,74,0.45,8,71.51,60,70,74.94
69-0277-00,NLF,2004,2013,,,,42,52,,,,44,53,3.66,78,41.29,38,47,41.29
69-0278-00,NLF,2004,2013,,,,42,52,,,,44,53,5.69,69,34.96,38,47,34.96
69-0279-00,NLF,2004,2013,,,,42,52,,,,44,53,4.34,17,38.86,38,47,38.86
69-0285-01,NLF,2004,2013,,,,42,52,,,,44,53,5.91,112,34.4,38,47,34.4
69-0285-02,NLF,2004,2013,12.88,4,41,42,52,5.06,4,46.5,44,53,4.39,9,38.7,38,47,42.07
69-0285-03,NLF,2004,2013,12.13,8,40.13,42,52,3.2,8,42.01,44,53,4.35,123,38.83,38,47,40.32
69-0292-00,NLF,2004,2013,,,,42,52,,,,44,53,1.52,1,53.97,38,47,53.97
69-0294-00,NLF,2004,2013,,,,42,52,,,,44,53,1.22,1,57.13,38,47,57.13
69-0295-00,NLF,2004,2013,,,,42,52,,,,44,53,1.22,1,57.13,38,47,57.13
69-0296-00,NLF,2004,2013,10,1,37.35,42,52,7.96,1,50.95,44,53,1.69,2,52.44,38,47,46.91
69-0299-00,NLF,2004,2013,,,,42,52,,,,44,53,1.68,1,52.52,38,47,52.52
69-0307-00,NLF,2004,2013,,,,42,52,,,,44,53,5.33,1,35.89,38,47,35.89
69-0315-00,NLF,2004,2013,,,,42,52,,,,44,53,1.98,1,50.16,38,47,50.16
69-0329-00,NLF,2004,2013,3,1,19.99,42,52,2.17,1,38.2,44,53,5.5,1,35.43,38,47,31.21
69-0330-00,NLF,2004,2013,,,,42,52,,,,44,53,2.51,5,46.74,38,47,46.74
69-0372-02,NLF,2004,2013,,,,42,52,,,,44,53,1.44,39,54.73,38,47,54.73
69-0332-00,NLF,2004,2013,,,,42,52,,,,44,53,3.48,3,42.03,38,47,42.03
69-0335-00,NLF,2004,2013,,,,42,52,,,,44,53,6.71,1,32.57,38,47,32.57
69-0340-00,NLF,2004,2013,,,,42,52,,,,44,53,1.07,5,59.03,38,47,59.03
69-0341-00,NLF,2004,2013,,,,42,52,,,,44,53,2.4,1,47.38,38,47,47.38
69-0342-00,NLF,2004,2013,,,,42,52,,,,44,53,3.2,1,43.24,38,47,43.24
69-0343-00,NLF,2004,2013,,,,42,52,,,,44,53,3.17,4,43.38,38,47,43.38
69-0350-00,NLF,2004,2013,,,,42,52,,,,44,53,3.43,2,42.24,38,47,42.24
69-0358-00,NLF,2004,2013,,,,42,52,,,,44,53,2.66,2,45.93,38,47,45.93
69-0369-00,NLF,2004,2013,,,,42,52,,,,44,53,4.9,1,37.1,38,47,37.1
69-0371-00,NLF,2004,2013,35,1,55.42,42,52,,,,44,53,,,,38,47,55.42
69-0372-01,NLF,2004,2013,18,1,45.83,42,52,,,,44,53,1.61,12,53.15,38,47,49.49
69-0373-00,NLF,2004,2013,26,1,51.13,42,52,,,,44,53,0.97,3,60.49,38,47,55.81
26-0140-00,NCHF,2004,2013,55,1,61.94,49,61,,,,46,61,,,,43,54,61.94
26-0141-00,NCHF,2004,2013,266,1,84.66,49,61,,,,46,61,,,,43,54,84.66
26-0185-00,NGP,2004,2013,110.5,2,72,73,77,,,,66,71,3.58,2,41.62,63,73,56.81
26-0188-00,NGP,2004,2013,66,1,64.56,73,77,2,1,37.4,66,71,,,,63,73,50.98
26-0199-00,NGP,2004,2013,212,1,81.39,73,77,,,,66,71,0.3,1,77.35,63,73,79.37
26-0205-00,NGP,2004,2013,65,1,64.34,73,77,254,1,84.92,66,71,0.1,1,93.18,63,73,80.81
26-0206-00,NGP,2004,2013,188,1,79.66,73,77,,,,66,71,0.15,1,87.34,63,73,83.5
26-0213-00,NGP,2004,2013,130,1,74.34,73,77,,,,66,71,0.61,1,67.12,63,73,70.73
26-0214-00,NGP,2004,2013,146,1,76.01,73,77,,,,66,71,0.3,1,77.35,63,73,76.68
26-0215-00,NGP,2004,2013,107,1,71.53,73,77,,,,66,71,0.3,1,77.35,63,73,74.44
26-0217-00,NGP,2004,2013,143,2,75.71,73,77,0.79,1,28.29,66,71,0.95,2,60.74,63,73,54.91
26-0218-00,NGP,2004,2013,130,2,74.34,73,77,46.85,2,68.34,66,71,1,2,60,63,73,67.56
26-0228-00,NGP,2004,2013,422,1,91.32,73,77,194,1,82.28,66,71,0.2,1,83.19,63,73,85.6
26-0343-00,NGP,2004,2013,105,1,71.26,73,77,,,,66,71,0.46,1,71.19,63,73,71.23
27-0004-00,NCHF,2004,2013,183.58,24,79.32,49,61,95.63,16,75.34,46,61,0.31,32,76.88,43,54,77.18
27-0014-00,NCHF,2004,2013,102.56,72,70.92,49,61,18.91,72,59.44,46,61,1.28,91,56.49,43,54,62.28
27-0015-00,NCHF,2004,2013,157.29,7,77.09,49,61,44.73,6,67.89,46,61,0.64,7,66.53,43,54,70.5
42-0070-00,NGP,2004,2013,107.71,7,71.63,73,77,13.91,7,56.43,66,71,1.91,15,50.67,63,73,59.58
42-0071-00,NGP,2004,2013,82,1,67.69,73,77,,,,66,71,0.91,1,61.36,63,73,64.52
42-0074-00,NGP,2004,2013,34.6,5,55.25,73,77,5.99,5,48.16,66,71,2.15,3,48.97,63,73,50.79
07010204-625,NCHF,2004,2013,544.27,15,94.99,49,61,,,,46,61,,,,43,54,94.99
07010204-627,NCHF,2004,2013,579,4,95.88,49,61,,,,46,61,,,,43,54,95.88
07010204-628,NCHF,2004,2013,168.27,63,78.06,49,61,7.38,8,50.2,46,61,,,,43,54,64.13
07010204-710,NCHF,2004,2013,598.69,29,96.36,49,61,,,,46,61,,,,43,54,96.36
07010205-501,NCHF,2004,2013,405.15,82,90.73,49,61,28.55,29,63.48,46,61,,,,43,54,77.11
07010205-564,NCHF,2004,2013,387.52,20,90.09,49,61,,,,46,61,,,,43,54,90.09
07010205-502,WCBP,2004,2013,174.54,68,78.59,64,76,11.5,23,54.56,64,74,,,,60,70,66.58
07010205-508,NCHF,2004,2013,329.19,115,87.74,49,61,100.57,30,75.83,46,61,,,,43,54,81.78
07010205-510,WCBP,2004,2013,391.22,37,90.23,64,76,54.64,15,69.85,64,74,,,,60,70,80.04
07010205-511,NCHF,2004,2013,295.14,28,86.16,49,61,68.63,8,72.08,46,61,,,,43,54,79.12
07010205-513,WCBP,2004,2013,292.15,68,86.02,64,76,35.68,22,65.67,64,74,,,,60,70,75.84
07010205-514,NCHF,2004,2013,208.13,8,81.13,49,61,,,,46,61,,,,43,54,81.13
07010205-524,NCHF,2004,2013,912,6,102.43,49,61,,,,46,61,,,,43,54,102.43
07010205-526,NCHF,2004,2013,642.92,12,97.39,49,61,,,,46,61,,,,43,54,97.39
07010205-535,NCHF,2004,2013,365.67,3,89.25,49,61,,,,46,61,,,,43,54,89.25
07010205-566,WCBP,2004,2013,243.67,15,83.4,64,76,,,,64,74,,,,60,70,83.4
07010205-540,WCBP,2004,2013,219.12,97,81.87,64,76,35.01,15,65.48,64,74,,,,60,70,73.68
07010205-552,NCHF,2004,2013,255.74,60,84.1,49,61,6.21,9,48.52,46,61,,,,43,54,66.31
07010205-553,WCBP,2004,2013,252.74,19,83.93,64,76,,,,64,74,,,,60,70,83.93
07010205-554,WCBP,2004,2013,132.08,13,74.57,64,76,,,,64,74,,,,60,70,74.57
07010205-568,WCBP,2004,2013,119.15,13,73.08,64,76,,,,64,74,,,,60,70,73.08
07010205-572,NCHF,2004,2013,569.25,8,95.64,49,61,,,,46,61,,,,43,54,95.64
69-0375-00,NLF,2004,2013,26.28,9,51.28,42,52,7.81,8,50.76,44,53,1.25,208,56.82,38,47,52.95
69-0376-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
69-0378-01,NLF,2004,2013,22.18,10,48.84,42,52,6.23,9,48.55,44,53,2.48,200,46.91,38,47,48.1
69-0378-02,NLF,2004,2013,21.48,7,48.38,42,52,4.74,7,45.86,44,53,3.27,93,42.93,38,47,45.72
69-0378-03,NLF,2004,2013,29.13,8,52.77,42,52,3.39,7,42.57,44,53,1.02,18,59.79,38,47,51.71
69-0379-00,NLF,2004,2013,,,,42,52,,,,44,53,1.83,1,51.29,38,47,51.29
69-0381-00,NLF,2004,2013,,,,42,52,,,,44,53,1.91,1,50.71,38,47,50.71
69-0383-00,NLF,2004,2013,,,,42,52,,,,44,53,3.83,4,40.67,38,47,40.67
69-0384-00,NLF,2004,2013,,,,42,52,,,,44,53,3.85,3,40.57,38,47,40.57
69-0394-00,NLF,2004,2013,16.88,8,44.9,42,52,4.16,8,44.58,44,53,2.64,77,46,38,47,45.16
69-0397-00,NLF,2004,2013,17.88,8,45.73,42,52,3.5,8,42.88,44,53,2.44,8,47.14,38,47,45.25
31-0300-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0301-00,NLF,2004,2013,20.3,10,47.56,42,52,,,,44,53,1.92,10,50.63,38,47,49.1
31-0305-00,NLF,2004,2013,21.6,10,48.46,42,52,,,,44,53,2.03,38,49.8,38,47,49.13
31-0307-00,NLF,2004,2013,,,,42,52,,,,44,53,1.37,1,55.46,38,47,55.46
31-0308-00,NLF,2004,2013,18,3,45.83,42,52,,,,44,53,1.9,3,50.75,38,47,48.29
31-0310-00,NLF,2004,2013,,,,42,52,,,,44,53,0.91,1,61.36,38,47,61.36
31-0313-00,NLF,2004,2013,,,,42,52,,,,44,53,1.07,1,59.03,38,47,59.03
31-0316-00,NLF,2004,2013,9.5,8,36.61,42,52,2.37,8,39.07,44,53,5.28,8,36.04,38,47,37.24
31-0317-00,NLF,2004,2013,5.55,11,28.85,42,52,,,,44,53,6.09,11,33.97,38,47,31.41
31-0318-00,NLF,2004,2013,17.36,11,45.31,42,52,,,,44,53,1.57,10,53.47,38,47,49.39
31-0319-00,NLF,2004,2013,,,,42,52,,,,44,53,1.4,1,55.15,38,47,55.15
27-0016-00,NCHF,2004,2013,21.25,72,48.22,49,61,5.54,72,47.4,46,61,2.62,158,46.14,43,54,47.25
27-0018-00,NCHF,2004,2013,74.38,72,66.29,49,61,21.99,72,60.92,46,61,1.44,88,54.75,43,54,60.65
27-0019-00,NCHF,2004,2013,54.72,73,61.86,49,61,23.92,73,61.75,46,61,1.1,121,58.65,43,54,60.75
27-0022-00,NCHF,2004,2013,173.42,76,78.5,49,61,53.06,76,69.56,46,61,0.52,90,69.3,43,54,72.45
27-0023-00,NCHF,2004,2013,78,8,66.97,49,61,20.14,7,60.06,46,61,0.46,8,71.11,43,54,66.05
27-0028-00,NCHF,2004,2013,111.13,8,72.08,49,61,38,8,66.28,46,61,0.5,8,69.99,43,54,69.45
27-0028-01,NCHF,2004,2013,172.86,35,78.45,49,61,67.23,35,71.88,46,61,0.38,35,74,43,54,74.78
27-0029-00,NCHF,2004,2013,119.76,17,73.16,49,61,52.19,17,69.4,46,61,0.34,17,75.5,43,54,72.69
27-0031-00,NCHF,2004,2013,16.38,72,44.47,49,61,3.67,72,43.36,46,61,3.66,160,41.29,43,54,43.04
27-0034-00,NCHF,2004,2013,84.94,16,68.2,49,61,45.3,15,68.01,46,61,1.04,23,59.48,43,54,65.23
27-0035-01,NCHF,2004,2013,59.07,94,62.97,49,61,18.5,95,59.22,46,61,1.37,96,55.44,43,54,59.21
27-0035-02,NCHF,2004,2013,16.6,10,44.66,49,61,2.4,11,39.19,46,61,3.02,11,44.08,43,54,42.64
27-0037-00,NCHF,2004,2013,36.1,72,55.87,49,61,13.5,72,56.13,46,61,2.53,72,46.65,43,54,52.88
27-0038-00,NCHF,2004,2013,46.11,18,59.39,49,61,18.6,18,59.28,46,61,1.25,26,56.77,43,54,58.48
27-0039-00,NCHF,2004,2013,24.66,72,50.37,49,61,9.38,71,52.56,46,61,1.91,98,50.66,43,54,51.2
27-0040-00,NCHF,2004,2013,45.47,72,59.19,49,61,29.01,72,63.64,46,61,1.36,80,55.55,43,54,59.46
07010205-576,NCHF,2004,2013,787.33,3,100.31,49,61,,,,46,61,,,,43,54,100.31
07010205-585,NCHF,2004,2013,350.5,10,88.64,49,61,,,,46,61,,,,43,54,88.64
07010205-587,NCHF,2004,2013,524.05,21,94.44,49,61,,,,46,61,,,,43,54,94.44
07010205-593,NCHF,2004,2013,371.13,28,89.47,49,61,35.2,9,65.53,46,61,,,,43,54,77.5
07010205-594,NCHF,2004,2013,246.49,23,83.57,49,61,9.75,8,52.94,46,61,,,,43,54,68.25
07010205-605,WCBP,2004,2013,50.38,8,60.67,64,76,,,,64,74,,,,60,70,60.67
60-0012-00,NCHF,2004,2013,22.88,8,49.29,49,61,9.87,8,53.06,46,61,1.94,7,50.43,43,54,50.93
60-0015-00,NCHF,2004,2013,45.25,8,59.12,49,61,35.23,8,65.54,46,61,1.18,7,57.63,43,54,60.76
60-0027-02,NCHF,2004,2013,32.88,8,54.51,49,61,20.08,8,60.03,46,61,1.33,7,55.91,43,54,56.82
60-0032-00,NCHF,2004,2013,70,2,65.41,49,61,,,,46,61,0.61,1,67.12,43,54,66.27
60-0069-00,NCHF,2004,2013,40.22,9,57.42,49,61,12.56,9,55.42,46,61,1.2,9,57.37,43,54,56.74
60-0093-00,NCHF,2004,2013,40.33,9,57.46,49,61,12.22,9,55.16,46,61,1.17,9,57.78,43,54,56.8
31-0320-00,NLF,2004,2013,13.5,4,41.68,42,52,4.07,4,44.36,44,53,2.5,4,46.8,38,47,44.28
31-0322-00,NLF,2004,2013,,,,42,52,,,,44,53,1.07,1,59.03,38,47,59.03
31-0326-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0330-00,NLF,2004,2013,,,,42,52,,,,44,53,1.3,1,56.22,38,47,56.22
31-0331-00,NLF,2004,2013,,,,42,52,,,,44,53,2.59,1,46.29,38,47,46.29
31-0332-00,NLF,2004,2013,,,,42,52,,,,44,53,1.37,1,55.46,38,47,55.46
31-0333-00,NLF,2004,2013,,,,42,52,,,,44,53,2.74,1,45.48,38,47,45.48
31-0334-00,NLF,2004,2013,12.18,11,40.2,42,52,,,,44,53,2.93,83,44.51,38,47,42.36
31-0349-00,NLF,2004,2013,7.4,10,33.01,42,52,,,,44,53,4.43,30,38.55,38,47,35.78
31-0335-00,NLF,2004,2013,,,,42,52,,,,44,53,2.9,1,44.66,38,47,44.66
31-0350-00,NLF,2004,2013,12.5,10,40.57,42,52,,,,44,53,1.69,10,52.48,38,47,46.52
31-0351-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0352-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0337-00,NLF,2004,2013,,,,42,52,,,,44,53,1.83,1,51.29,38,47,51.29
31-0339-00,NLF,2004,2013,12.7,10,40.8,42,52,,,,44,53,3.01,135,44.13,38,47,42.47
31-0340-00,NLF,2004,2013,,,,42,52,,,,44,53,1.83,1,51.29,38,47,51.29
31-0341-00,NLF,2004,2013,33.71,17,54.87,42,52,17.42,7,58.63,44,53,2.11,37,49.21,38,47,54.24
31-0342-00,NLF,2004,2013,,,,42,52,,,,44,53,1.07,1,59.03,38,47,59.03
31-0343-00,NLF,2004,2013,,,,42,52,,,,44,53,2.13,1,49.1,38,47,49.1
31-0344-00,NLF,2004,2013,7.27,11,32.76,42,52,,,,44,53,3.77,10,40.88,38,47,36.82
31-0345-00,NLF,2004,2013,,,,42,52,,,,44,53,2.73,43,45.54,38,47,45.54
31-0346-00,NLF,2004,2013,11.09,11,38.85,42,52,,,,44,53,3.08,9,43.81,38,47,41.33
31-0348-00,NLF,2004,2013,18.63,8,46.32,42,52,,,,44,53,1.63,8,53,38,47,49.66
31-0353-00,NLF,2004,2013,44.38,8,58.84,42,52,17.78,8,58.84,44,53,1.91,69,50.7,38,47,56.13
27-0042-01,NCHF,2004,2013,158.23,40,77.17,49,61,79.49,40,73.52,46,61,0.47,40,70.92,43,54,73.87
27-0042-02,NCHF,2004,2013,52.4,43,61.24,49,61,19.89,43,59.93,46,61,1.3,42,56.22,43,54,59.13
27-0042-03,NCHF,2004,2013,46.61,18,59.55,49,61,25.55,18,62.39,46,61,1.27,18,56.52,43,54,59.49
27-0044-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.48,4,54.33,43,54,54.33
27-0047-00,NCHF,2004,2013,17.48,60,45.41,49,61,6.5,60,48.96,46,61,2.7,67,45.7,43,54,46.69
27-0058-00,NCHF,2004,2013,38.65,17,56.85,49,61,8.89,17,52.04,46,61,1.84,19,51.18,43,54,53.36
27-0061-00,NCHF,2004,2013,274.93,44,85.14,49,61,7.91,44,50.89,46,61,1.97,8,50.2,43,54,62.08
27-0062-01,NCHF,2004,2013,44.87,51,59,49,61,20.96,51,60.45,46,61,1.56,50,53.61,43,54,57.69
27-0062-03,NCHF,2004,2013,103.28,51,71.02,49,61,60.61,51,70.86,46,61,0.89,51,61.66,43,54,67.85
27-0065-00,NCHF,2004,2013,146.38,13,76.05,49,61,97.69,13,75.55,46,61,0.38,13,74.06,43,54,75.22
27-0067-00,NCHF,2004,2013,38.93,60,56.95,49,61,19.38,60,59.68,46,61,2.23,60,48.47,43,54,55.03
27-0048-00,NCHF,2004,2013,103.69,50,71.08,49,61,71.17,57,72.44,46,61,1.15,66,58.04,43,54,67.19
27-0051-00,NCHF,2004,2013,199.63,8,80.52,49,61,90,8,74.74,46,61,0.61,8,67.06,43,54,74.11
27-0052-00,NCHF,2004,2013,106.75,8,71.5,49,61,39.63,8,66.7,46,61,0.95,8,60.68,43,54,66.29
27-0053-00,NCHF,2004,2013,157.69,55,77.12,49,61,122.76,55,77.79,46,61,0.3,55,77.18,43,54,77.36
27-0055-00,NCHF,2004,2013,,,,49,61,,,,46,61,0.53,25,69.2,43,54,69.2
27-0057-00,NCHF,2004,2013,280.38,24,85.42,49,61,151.82,24,79.87,46,61,0.51,24,69.73,43,54,78.34
31-0355-00,NLF,2004,2013,,,,42,52,,,,44,53,0.76,1,63.95,38,47,63.95
31-0356-00,NLF,2004,2013,17,1,45,42,52,,,,44,53,0.77,7,63.69,38,47,54.34
31-0358-00,NLF,2004,2013,,,,42,52,,,,44,53,3.66,1,41.3,38,47,41.3
31-0359-00,NLF,2004,2013,,,,42,52,,,,44,53,0.76,1,63.95,38,47,63.95
31-0360-00,NLF,2004,2013,20.75,8,47.88,42,52,,,,44,53,2.01,8,49.92,38,47,48.9
31-0361-00,NLF,2004,2013,18.13,8,45.93,42,52,3.26,8,42.19,44,53,3.56,110,41.69,38,47,43.27
31-0363-00,NLF,2004,2013,,,,42,52,,,,44,53,1.37,1,55.46,38,47,55.46
31-0365-00,NLF,2004,2013,,,,42,52,,,,44,53,1.37,1,55.46,38,47,55.46
31-0366-00,NLF,2004,2013,18.29,7,46.06,42,52,,,,44,53,1.63,7,52.97,38,47,49.52
31-0368-00,NLF,2004,2013,,,,42,52,,,,44,53,7.01,1,31.94,38,47,31.94
31-0390-00,NLF,2004,2013,,,,42,52,,,,44,53,3.05,1,43.93,38,47,43.93
31-0370-00,NLF,2004,2013,24.45,11,50.25,42,52,,,,44,53,2.48,32,46.91,38,47,48.58
31-0391-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0392-00,NLF,2004,2013,,,,42,52,,,,44,53,5.58,347,35.22,38,47,35.22
31-0372-00,NLF,2004,2013,,,,42,52,,,,44,53,4.69,11,37.74,38,47,37.74
31-0373-00,NLF,2004,2013,,,,42,52,,,,44,53,5.18,105,36.29,38,47,36.29
31-0376-00,NLF,2004,2013,20.88,8,47.97,42,52,,,,44,53,2.13,8,49.14,38,47,48.56
31-0377-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0378-00,NLF,2004,2013,,,,42,52,,,,44,53,3.35,1,42.58,38,47,42.58
31-0380-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0381-00,NLF,2004,2013,,,,42,52,,,,44,53,1.52,1,53.97,38,47,53.97
31-0382-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0383-00,NLF,2004,2013,,,,42,52,,,,44,53,,,,38,47,0
31-0384-00,NLF,2004,2013,31.71,12,53.99,42,52,10.47,12,53.64,44,53,1.61,80,53.14,38,47,53.59
31-0385-00,NLF,2004,2013,,,,42,52,,,,44,53,0.46,1,71.19,38,47,71.19
31-0389-00,NLF,2004,2013,20.67,6,47.82,42,52,,,,44,53,2.07,6,49.54,38,47,48.68
31-0394-00,NLF,2004,2013,,,,42,52,,,,44,53,6.5,81,33.04,38,47,33.04
31-0395-00,NLF,2004,2013,,,,42,52,,,,44,53,5.84,235,34.58,38,47,34.58
31-0396-00,NLF,2004,2013,14,1,42.21,42,52,,,,44,53,4.25,1,39.15,38,47,40.68
27-0069-00,NCHF,2004,2013,67.06,8,64.8,49,61,19.88,8,59.93,46,61,1.53,8,53.86,43,54,59.53
27-0070-00,NCHF,2004,2013,68.47,71,65.1,49,61,29.13,69,63.68,46,61,1.18,111,57.59,43,54,62.12
27-0071-00,NCHF,2004,2013,48.93,15,60.25,49,61,29.43,15,63.78,46,61,1.48,18,54.32,43,54,59.45
27-0076-00,NCHF,2004,2013,77.21,28,66.83,49,61,54.34,27,69.79,46,61,1.45,61,54.62,43,54,63.75
27-0078-00,NCHF,2004,2013,114.08,31,72.46,49,61,83.73,30,74.04,46,61,0.48,43,70.67,43,54,72.39
27-0082-00,NCHF,2004,2013,149.09,23,76.32,49,61,40,23,66.79,46,61,0.65,23,66.21,43,54,69.77
27-0085-00,NCHF,2004,2013,20.36,14,47.6,49,61,3.34,14,42.42,46,61,1.63,14,53,43,54,47.67
27-0086-00,NCHF,2004,2013,44.94,24,59.02,49,61,7.48,24,50.34,46,61,1.1,23,58.63,43,54,56
27-0087-00,NCHF,2004,2013,14.17,12,42.38,49,61,2.83,12,40.82,46,61,3.61,12,41.51,43,54,41.57
27-0088-00,NCHF,2004,2013,34.26,31,55.11,49,61,12.06,32,55.02,46,61,2.3,32,48.02,43,54,52.72
27-0089-02,NCHF,2004,2013,16,14,44.13,49,61,2.89,13,41.02,46,61,3.8,14,40.78,43,54,41.98
27-0091-00,NCHF,2004,2013,101.19,48,70.73,49,61,43.49,48,67.61,46,61,0.92,48,61.19,43,54,66.51
27-0092-00,NCHF,2004,2013,101.17,23,70.72,49,61,53.03,23,69.55,46,61,0.88,22,61.92,43,54,67.4
27-0093-00,NCHF,2004,2013,32.33,12,54.28,49,61,4.22,11,44.72,46,61,3.23,12,43.13,43,54,47.38
27-0094-00,NCHF,2004,2013,30.95,21,53.65,49,61,9.63,21,52.82,46,61,2.34,20,47.78,43,54,51.42
27-0095-00,NCHF,2004,2013,86.41,57,68.45,49,61,44.99,57,67.94,46,61,1.25,56,56.83,43,54,64.41
27-0098-00,NCHF,2004,2013,79.33,73,67.22,49,61,54.39,71,69.8,46,61,0.99,150,60.18,43,54,65.73
61-0002-00,NCHF,2004,2013,56,1,62.2,49,61,,,,46,61,0.53,1,69.15,43,54,65.68
61-0003-00,NCHF,2004,2013,57,1,62.45,49,61,,,,46,61,0.69,1,65.35,43,54,63.9
61-0006-00,NCHF,2004,2013,66.51,37,64.68,49,61,40.79,29,66.98,46,61,1.63,43,53,43,54,61.55
61-0010-00,NCHF,2004,2013,38.42,12,56.76,49,61,21.25,12,60.58,46,61,1.86,12,51.05,43,54,56.13
61-0051-00,NCHF,2004,2013,90.75,12,69.16,49,61,56.92,12,70.25,46,61,0.56,12,68.27,43,54,69.23
61-0013-00,NCHF,2004,2013,15.42,12,43.6,49,61,4,12,44.2,46,61,1.3,12,56.2,43,54,48
61-0023-00,NCHF,2004,2013,32.92,71,54.54,49,61,12.26,64,55.19,46,61,2.24,69,48.41,43,54,52.71
61-0025-00,NCHF,2004,2013,,,,49,61,,,,46,61,,,,43,54,0
61-0029-00,NCHF,2004,2013,80.23,35,67.38,49,61,39.72,29,66.72,46,61,0.97,35,60.5,43,54,64.87
61-0034-00,NCHF,2004,2013,125.5,14,73.83,49,61,71.57,14,72.5,46,61,0.45,75,71.38,43,54,72.57
61-0037-00,NCHF,2004,2013,26.76,42,51.55,49,61,5.89,38,48,46,61,3.9,82,40.39,43,54,46.65
61-0041-00,NCHF,2004,2013,24.65,52,50.37,49,61,7.67,46,50.59,46,61,2.55,108,46.48,43,54,49.15
61-0043-00,NCHF,2004,2013,59.08,13,62.97,49,61,55.92,12,70.07,46,61,0.81,13,63.09,43,54,65.38
61-0046-00,NCHF,2004,2013,343,1,88.33,49,61,,,,46,61,,,,43,54,88.33
61-0047-00,NCHF,2004,2013,74,1,66.21,49,61,,,,46,61,,,,43,54,66.21
61-0048-00,NCHF,2004,2013,25.92,12,51.09,49,61,9.5,12,52.69,46,61,1.93,12,50.51,43,54,51.43
61-0060-00,NCHF,2004,2013,45.17,12,59.1,49,61,22.92,12,61.32,46,61,1.52,80,53.93,43,54,58.12
51-0063-00,NGP,2004,2013,150.77,13,76.48,73,77,3900,1,111.72,66,71,0.61,79,67.07,63,73,85.09
51-0065-00,WCBP,2004,2013,46,1,59.36,64,76,,,,64,74,0.15,1,87.34,60,70,73.35
51-0068-00,WCBP,2004,2013,36,2,55.82,64,76,74.8,1,72.93,64,74,0.2,1,83.19,60,70,70.65
51-0079-00,NGP,2004,2013,113.33,3,72.36,73,77,250.5,2,84.79,66,71,0.15,2,87.34,63,73,81.5
51-0081-00,WCBP,2004,2013,183.5,2,79.31,64,76,,,,64,74,1.83,1,51.29,60,70,65.3
51-0082-00,NGP,2004,2013,142.38,13,75.65,73,77,,,,66,71,0.36,20,74.84,63,73,75.25
